,word,type
1802,igs,slang
1803,igtg,slang
1804,igu,slang
1805,igwt,slang
1806,igy,slang
1807,igyb,slang
1808,ih8u,slang
1809,ihac,slang
1810,ihdk,slang
1811,ihm,slang
1812,ihml,slang
1813,ihnc,slang
1814,iho,slang
1815,ihop,slang
1816,ihp,slang
1817,ihs,slang
1818,iht,slang
1819,ihy,slang
1820,ihydm,slang
1821,ihysm,slang
1822,iib,slang
1823,iifym,slang
1824,iih,slang
1825,iil,slang
1826,iinm,slang
1827,iir,slang
1828,iis,slang
1829,iituwutmas,slang
1830,iitwi,slang
1831,iitywimiwhtky,slang
1832,iitywtmwybmad,slang
1833,iitywtmwykm,slang
1834,iitywybmad,slang
1835,iiuc,slang
1836,iiwii,slang
1837,iiwy,slang
1838,ij,slang
1839,ijaf,slang
1840,ijdk,slang
1841,ijg,slang
1842,ijk,slang
1843,ijl,slang
1844,ijs,slang
1845,ijwtk,slang
1846,ijwts,slang
1847,ik,slang
1848,ikh,slang
1849,ikhyf,slang
1850,ikly,slang
1851,ikm,slang
1852,ikmty,slang
1853,ikn,slang
1854,ikt,slang
1855,iktf,slang
1856,iktr,slang
1857,ikwum,slang
1858,ikwydls,slang
1859,ikwyl,slang
1860,ikwym,slang
1861,iky,slang
1862,ikyp,slang
1863,il,slang
1864,ild,slang
1865,ilh,slang
1866,ili,slang
1867,ilm,slang
1868,ilml,slang
1869,ilmo,slang
1870,ilny,slang
1871,ils,slang
1872,ilt,slang
1873,ily2,slang
1874,ilya,slang
1875,ilyaaf,slang
1876,ilyam,slang
1877,ilyb,slang
1878,ilyf,slang
1879,ilyg,slang
1880,ilyk,slang
1881,ilyl,slang
1882,ilylas,slang
1883,ilylt,slang
1884,ilym,slang
1885,ilysdm,slang
1886,ilysm,slang
1887,ilysmb,slang
1888,ilysmm,slang
1889,ilyt,slang
1890,ilytb,slang
1891,ilyvm,slang
1892,ilywamh,slang
1893,imaho,slang
1894,imao,slang
1895,imap,slang
1896,imbo,slang
1897,imco,slang
1898,imd,slang
1899,imdb,slang
1900,ime,slang
1901,imeo,slang
1902,imf,slang
1903,imh,slang
1904,imk,slang
1905,immao,slang
1906,immd,slang
1907,imml,slang
1908,imnsho,slang
1909,imoo,slang
1910,imp,slang
1911,impo,slang
1912,imr,slang
1913,imsmr,slang
1914,imu,slang
1915,imusm,slang
1916,imvu,slang
1917,imwtk,slang
1918,imy,slang
1919,imya,slang
1920,imym,slang
1921,imysm,slang
1922,imyt,slang
1923,inah,slang
1924,inb,slang
1925,inbd,slang
1926,incydk,slang
1927,inpo,slang
1928,inrs,slang
1929,ins,slang
1930,intk,slang
1931,intp,slang
1932,invu,slang
1933,inwly,slang
1934,iny,slang
1935,ioab,slang
1936,ioc,slang
1937,ioh,slang
1938,ioi,slang
1939,ioic,slang
1940,iokiyar,slang
1941,iom,slang
1942,iomw,slang
1943,ion,slang
1944,iou,slang
1945,iow,slang
1946,ioyk,slang
1947,ip,slang
1948,ipa,slang
1949,ipc,slang
1950,ipo,slang
1951,iq,slang
1952,ir,slang
1953,ira,slang
1954,irah,slang
1955,irc,slang
1956,irdc,slang
1957,irdk,slang
1958,irly,slang
1959,irmc,slang
1960,irs,slang
1961,isb,slang
1962,isbn,slang
1963,isdk,slang
1964,isdn,slang
1965,ishk,slang
1966,isp,slang
1967,iss,slang
1968,issn,slang
1969,istatoy,slang
1970,istg,slang
1971,istm,slang
1972,istr,slang
1973,iswydt,slang
1974,iswym,slang
1975,it,slang
1976,ita,slang
1977,itai,slang
1978,italy,slang
1979,itc,slang
1980,itf,slang
1981,itg,slang
1982,itiailwy,slang
1983,itiky,slang
1984,itilu,slang
1985,itily,slang
1986,itk,slang
1987,itm,slang
1988,itma,slang
1989,itn,slang
1990,ito,slang
1991,itoy,slang
1992,itp,slang
1993,its,slang
1994,itso,slang
1995,itt,slang
1996,ittet,slang
1997,itv,slang
1998,itwym,slang
1999,ityf,slang
2000,ityl,slang
2001,itym,slang
2002,itys,slang
2003,ivf,slang
2004,iwaly,slang
2005,iwbb,slang
2006,iwc,slang
2007,iwhi,slang
2008,iwid,slang
2009,iwik,slang
2010,iwiwt,slang
2011,iwm,slang
2012,iwoot,slang
2013,iwtd,slang
2014,iwy,slang
2015,iyam,slang
2016,iybtyba,slang
2017,iyd,slang
2018,iydk,slang
2019,iydm,slang
2020,iyf,slang
2021,iygm,slang
2022,iyh,slang
2023,iyl,slang
2024,iyo,slang
2025,iyss,slang
2026,iyswim,slang
2027,iytt,slang
2028,iyw,slang
2029,iyww,slang
2030,j,slang
2031,jaf,slang
2032,jafa,slang
2033,japan,slang
2034,jas,slang
2035,jat,slang
2036,jatq,slang
2037,jb,slang
2038,jbh,slang
2039,jbt,slang
2040,jbu,slang
2041,jby,slang
2042,jc,slang
2043,jcb,slang
2044,jd,slang
2045,jdi,slang
2046,jdlr,slang
2047,jdm,slang
2048,jfk,slang
2049,jfn,slang
2050,jft,slang
2051,jftr,slang
2052,jfy,slang
2053,jfyi,slang
2054,jg,slang
2055,jgb,slang
2056,jgh,slang
2057,jgi,slang
2058,jgl,slang
2059,jhc,slang
2060,jhp,slang
2061,jicydk,slang
2062,jj,slang
2063,jk,slang
2064,jkd,slang
2065,jls,slang
2066,jlt,slang
2067,jluk,slang
2068,jly,slang
2069,jlyk,slang
2070,jm,slang
2071,jma,slang
2072,jmho,slang
2073,jml,slang
2074,jms,slang
2075,jmt,slang
2076,jn,slang
2077,jooc,slang
2078,jp,slang
2079,jpa,slang
2080,jpeg,slang
2081,jrotc,slang
2082,jrpg,slang
2083,js,slang
2084,jsmn,slang
2085,jsp,slang
2086,jsu,slang
2087,jtb,slang
2088,jtc,slang
2089,jtlyk,slang
2090,jtol,slang
2091,jtoy,slang
2092,jtty,slang
2093,jtusk,slang
2094,juad,slang
2095,jv,slang
2096,jwas,slang
2097,jwd,slang
2098,jwg,slang
2099,jwtk,slang
2100,jwtlyk,slang
2101,jwu,slang
2102,jww,slang
2103,kafm,slang
2104,kcaco,slang
2105,kcco,slang
2106,kd,slang
2107,kdr,slang
2108,kf,slang
2109,kfc,slang
2110,kgb,slang
2111,kh,slang
2112,khyf,slang
2113,kia,slang
2114,kicks,slang
2115,kig,slang
2116,kim,slang
2117,kio,slang
2118,kip,slang
2119,kir,slang
2120,kirf,slang
2121,kis,slang
2122,kisa,slang
2123,kiu,slang
2124,kiv,slang
2125,kkk,slang
2126,kkkk,slang
2127,km,slang
2128,kmfc,slang
2129,kml,slang
2130,kmn,slang
2131,kmp,slang
2132,kmt,slang
2133,kmu,slang
2134,kod,slang
2135,kos,slang
2136,kotc,slang
2137,koth,slang
2138,kotl,slang
2139,kotor,slang
2140,kp,slang
2141,kpc,slang
2142,kpg,slang
2143,kpi,slang
2144,kr,slang
2145,kro,slang
2146,ks,slang
2147,ktbffh,slang
2148,ktbspa,slang
2149,ktf,slang
2150,kwim,slang
2151,kwis,slang
2152,kyfc,slang
2153,kyo,slang
2154,kyp,slang
2155,lafs,slang
2156,lak,slang
2157,lal,slang
2158,lalb,slang
2159,lam,slang
2160,lamn,slang
2161,lan,slang
2162,lapd,slang
2163,larp,slang
2164,lart,slang
2165,laser,slang
2166,lat,slang
2167,latm,slang
2168,lbc,slang
2169,lbd,slang
2170,lbdn,slang
2171,lbh,slang
2172,lbm,slang
2173,lbnl,slang
2174,lbr,slang
2175,lbrs,slang
2176,lbvs,slang
2177,lbw,slang
2178,lc,slang
2179,lcd,slang
2180,lcts,slang
2181,ld,slang
2182,lda,slang
2183,ldh,slang
2184,ldi,slang
2185,ldl,slang
2186,ldo,slang
2187,ldr,slang
2188,lds,slang
2189,le,slang
2190,lec,slang
2191,led,slang
2192,leo,slang
2193,lev,slang
2194,lf,slang
2195,lf1m,slang
2196,lfdy,slang
2197,lfg,slang
2198,lfm,slang
2199,lfmf,slang
2200,lfp,slang
2201,lfti,slang
2202,lftsu,slang
2203,lfw,slang
2204,lg,slang
2205,lgbtq,slang
2206,lgd,slang
2207,lgfb,slang
2208,lgmh,slang
2209,lgo,slang
2210,lgt,slang
2211,lgtm,slang
2212,lh,slang
2213,lhh,slang
2214,lhk,slang
2215,lhm,slang
2216,lhyw,slang
2217,li,slang
2218,lifo,slang
2219,lig,slang
2220,lih,slang
2221,lihop,slang
2222,liita,slang
2223,lilaboc,slang
2224,limb,slang
2225,limh,slang
2226,limm,slang
2227,lirl,slang
2228,lis,slang
2229,lits,slang
2230,liu,slang
2231,ljbf,slang
2232,ll,slang
2233,llap,slang
2234,llc,slang
2235,llh,slang
2236,lll,slang
2237,llttf,slang
2238,lm,slang
2239,lma,slang
2240,lmad,slang
2241,lmam,slang
2242,lmap,slang
2243,lmc,slang
2244,lmco,slang
2245,lmg,slang
2246,lmgtfy,slang
2247,lmho,slang
2248,lmirl,slang
2249,lml,slang
2250,lmpo,slang
2251,lmr,slang
2252,lms,slang
2253,lmso,slang
2254,lmt,slang
2255,lmtal,slang
2256,lnf,slang
2257,lnib,slang
2258,lnt,slang
2259,loa,slang
2260,lolak,slang
2261,loll,slang
2262,lolol,slang
2263,lolv,slang
2264,lomb,slang
2265,loml,slang
2266,lomo,slang
2267,lool,slang
2268,loq,slang
2269,lorl,slang
2270,los,slang
2271,lotd,slang
2272,lotr,slang
2273,lotro,slang
2274,lovl,slang
2275,loyol,slang
2276,loz,slang
2277,lp,slang
2278,lpg,slang
2279,lpt,slang
2280,lqi,slang
2281,lql,slang
2282,lqtm,slang
2283,lqtms,slang
2284,lqty,slang
2285,lrf,slang
2286,lrg,slang
2287,lrl,slang
2288,lsat,slang
2289,lse,slang
2290,lsh,slang
2291,lshic,slang
2292,lshidmt,slang
2293,lshmbh,slang
2294,lsi,slang
2295,lsmft,slang
2296,lsmih,slang
2297,lsp,slang
2298,lss,slang
2299,lstm,slang
2300,lta,slang
2301,ltb,slang
2302,ltd,slang
2303,ltg,slang
2304,lth,slang
2305,ltic,slang
2306,ltl,slang
2307,ltm,slang
2308,ltma,slang
2309,ltmq,slang
2310,ltms,slang
2311,ltnc,slang
2312,ltnt,slang
2313,ltp,slang
2314,ltr,slang
2315,lts,slang
2316,lty,slang
2317,lui,slang
2318,lul,slang
2319,lulab,slang
2320,lulas,slang
2321,lv,slang
2322,lw,slang
2323,lwicd,slang
2324,lwkm,slang
2325,lwkmd,slang
2326,lwm,slang
2327,lwp,slang
2328,lwt,slang
2329,lwwy,slang
2330,ly,slang
2331,lya,slang
2332,lyaaf,slang
2333,lyb,slang
2334,lyf,slang
2335,lyk,slang
2336,lyl,slang
2337,lylab,slang
2338,lylaf,slang
2339,lylc,slang
2340,lylmb,slang
2341,lylt,slang
2342,lym,slang
2343,lymi,slang
2344,lymy,slang
2345,lymywy,slang
2346,lyr,slang
2347,lyt,slang
2348,lytd,slang
2349,lz,slang
2350,ma,slang
2351,maab,slang
2352,mac,slang
2353,madd,slang
2354,mapoti,slang
2355,mas,slang
2356,maw,slang
2357,mawoy,slang
2358,mba,slang
2359,mbd,slang
2360,mbf,slang
2361,mbfam,slang
2362,mbm,slang
2363,mbn,slang
2364,mbo,slang
2365,mbps,slang
2366,mbr,slang
2367,mbt,slang
2368,mbw,slang
2369,mcl,slang
2370,mcm,slang
2371,mcp,slang
2372,mcr,slang
2373,mcw,slang
2374,mdf,slang
2375,mdk,slang
2376,mdr,slang
2377,mdw,slang
2378,mego,slang
2379,mfc,slang
2380,mfeo,slang
2381,mfg,slang
2382,mfl,slang
2383,mfw,slang
2384,mgby,slang
2385,mgd,slang
2386,mgk,slang
2387,mgm,slang
2388,mgo,slang
2389,mgs,slang
2390,mh,slang
2391,mhbfy,slang
2392,mho,slang
2393,mhoty,slang
2394,mhr,slang
2395,mi6,slang
2396,mia,slang
2397,mib,slang
2398,midi,slang
2399,miga,slang
2400,mih,slang
2401,mihop,slang
2402,mil,slang
2403,mimo,slang
2404,mip,slang
2405,mips,slang
2406,mirl,slang
2407,misb,slang
2408,miso,slang
2409,mj,slang
2410,mlas,slang
2411,mlb,slang
2412,mlg,slang
2413,mlia,slang
2414,mlib,slang
2415,mlig,slang
2416,mlim,slang
2417,mlm,slang
2418,mlp,slang
2419,mls,slang
2420,mltr,slang
2421,mlyp,slang
2422,mm2,slang
2423,mma,slang
2424,mmamp,slang
2425,mmao,slang
2426,mmc,slang
2427,mmd,slang
2428,mmh,slang
2429,mmi,slang
2430,mml,slang
2431,mmofps,slang
2432,mmorpg,slang
2433,mms,slang
2434,mmt,slang
2435,mmv,slang
2436,mnc,slang
2437,mnf,slang
2438,mnt,slang
2439,mo,slang
2440,moab,slang
2441,moam,slang
2442,moas,slang
2443,moba,slang
2444,moc,slang
2445,moh,slang
2446,mol,slang
2447,moo,slang
2448,mopo,slang
2449,moq,slang
2450,mos,slang
2451,mot,slang
2452,motb,slang
2453,motd,slang
2454,motku,slang
2455,moto,slang
2456,motwyw,slang
2457,mou,slang
2458,mp,slang
2459,mpa,slang
2460,mpaa,slang
2461,mpe,slang
2462,mpeg,slang
2463,mpg,slang
2464,mph,slang
2465,mpo,slang
2466,mpog,slang
2467,mpua,slang
2468,mpv,slang
2469,mr,slang
2470,mre,slang
2471,mri,slang
2472,mrp,slang
2473,mrw,slang
2474,msdn,slang
2475,msdos,slang
2476,ms dos,slang
2477,msf,slang
2478,msfam,slang
2479,msg,slang
2480,msi,slang
2481,msrp,slang
2482,mst,slang
2483,mta,slang
2484,mtbf,slang
2485,mtbmw,slang
2486,mtc,slang
2487,mtd,slang
2488,mte,slang
2489,mtf,slang
2490,mtfbwy,slang
2491,mtg,slang
2492,mtlbwy,slang
2493,mto,slang
2494,mtuk,slang
2495,mtv,slang
2496,mtw,slang
2497,mtyk,slang
2498,mua,slang
2499,mud,slang
2500,mung,slang
2501,mva,slang
2502,mvp,slang
2503,mw2,slang
2504,mw3,slang
2505,mwc,slang
2506,mwf,slang
2507,mwi,slang
2508,mwm,slang
2509,mwpp,slang
2510,my,slang
2511,myb,slang
2512,mych,slang
2513,myf,slang
2514,myggwy,slang
2515,myl,slang
2516,mymp,slang
2517,myodb,slang
2518,mysm,slang
2519,myt,slang
2520,na,slang
2521,naa,slang
2522,naacp,slang
2523,nabd,slang
2524,nac,slang
2525,nagl,slang
2526,nak,slang
2527,nal,slang
2528,nalgas,slang
2529,nalgo,slang
2530,nalopkt,slang
2531,nambla,slang
2532,nap,slang
2533,narp,slang
2534,naru,slang
2535,nas,slang
2536,nasa,slang
2537,nascar,slang
2538,nasdaq,slang
2539,nasl,slang
2540,natm,slang
2541,nato,slang
2542,natty,slang
2543,nb,slang
2544,nba,slang
2545,nbb,slang
2546,nbc,slang
2547,nbd,slang
2548,nbf,slang
2549,nbg,slang
2550,nbif,slang
2551,nbk,slang
2552,nbm,slang
2553,nbsb,slang
2554,nbt,slang
2555,nbtd,slang
2556,nbtw,slang
2557,nc,slang
2558,nc 17,slang
2559,ncaa,slang
2560,ncb,slang
2561,ncis,slang
2562,ncmo,slang
2563,ncnr,slang
2564,ncns,slang
2565,nco,slang
2566,nda,slang
2567,nde,slang
2568,ndi,slang
2569,ndp,slang
2570,ndr,slang
2571,nds,slang
2572,nea,slang
2573,ned,slang
2574,nedm,slang
2575,neet,slang
2576,negl,slang
2577,negu,slang
2578,nei,slang
2579,ner,slang
2580,nf,slang
2581,nfa,slang
2582,nfaa,slang
2583,nfi,slang
2584,nfl,slang
2585,nfn,slang
2586,nfsw,slang
2587,nft,slang
2588,nfy,slang
2589,nfz,slang
2590,ng,slang
2591,ngh,slang
2592,ngl,slang
2593,ngo,slang
2594,ngu,slang
2595,nguns,slang
2596,nh,slang
2597,nhb,slang
2598,nhd,slang
2599,nhf,slang
2600,nhft,slang
2601,nhl,slang
2602,nhn,slang
2603,nhoi,slang
2604,nhs,slang
2605,nhtb,slang
2606,ni,slang
2607,niamy,slang
2608,nib,slang
2609,nic,slang
2610,nice,slang
2611,nicu,slang
2612,nid,slang
2613,nik,slang
2614,nimby,slang
2615,niml,slang
2616,nin,slang
2617,nism,slang
2618,nitm,slang
2619,nitw,slang
2620,nj,slang
2621,njpw,slang
2622,nk,slang
2623,nka,slang
2624,nkotb,slang
2625,nkz,slang
2626,nla,slang
2627,nli,slang
2628,nlm,slang
2629,nlt,slang
2630,nlyg,slang
2631,nme,slang
2632,nmf,slang
2633,nmg,slang
2634,nmh,slang
2635,nmhjc,slang
2636,nmi,slang
2637,nmj,slang
2638,nmjc,slang
2639,nmjcu,slang
2640,nmn,slang
2641,nmo,slang
2642,nmp,slang
2643,nmr,slang
2644,nms,slang
2645,nmt,slang
2646,nmu,slang
2647,nmw,slang
2648,nmwh,slang
2649,nmy,slang
2650,nn,slang
2651,nnito,slang
2652,nnto,slang
2653,nntp,slang
2654,nntr,slang
2655,noc,slang
2656,noi,slang
2657,nok,slang
2658,nokd,slang
2659,noly,slang
2660,nom,slang
2661,nomb,slang
2662,nos,slang
2663,nota,slang
2664,notb,slang
2665,notw,slang
2666,noydb,slang
2667,npaa,slang
2668,npc,slang
2669,npi,slang
2670,npnt,slang
2671,npo,slang
2672,npr,slang
2673,npw,slang
2674,npz,slang
2675,nqat,slang
2676,nqr,slang
2677,nr,slang
2678,nra,slang
2679,nre,slang
2680,nrfb,slang
2681,nri,slang
2682,nrl,slang
2683,nrn,slang
2684,nsa,slang
2685,nsaw,slang
2686,nsd,slang
2687,nsf,slang
2688,nsfa,slang
2689,nsftbc,slang
2690,nsfv,slang
2691,nsm,slang
2692,nsn,slang
2693,nspcc,slang
2694,nsw,slang
2695,nt,slang
2696,ntb,slang
2697,ntbcw,slang
2698,ntd,slang
2699,ntfs,slang
2700,ntk,slang
2701,ntl,slang
2702,ntm,slang
2703,ntmy,slang
2704,ntn,slang
2705,ntr,slang
2706,ntsc,slang
2707,ntsh,slang
2708,ntt,slang
2709,nttawwt,slang
2710,nttu,slang
2711,ntw,slang
2712,ntwf,slang
2713,nty,slang
2714,nus,slang
2715,nvms,slang
2716,nvn,slang
2717,nvng,slang
2718,nw,slang
2719,nwih,slang
2720,nwim,slang
2721,nwj,slang
2722,nwly,slang
2723,nwm,slang
2724,nwnc,slang
2725,nwo,slang
2726,nwot,slang
2727,nws,slang
2728,nwt,slang
2729,ny,slang
2730,nyb,slang
2731,nyc,slang
2732,nyd,slang
2733,nye,slang
2734,nyf,slang
2735,nyi,slang
2736,nyk,slang
2737,nyob,slang
2738,nyp,slang
2739,nypd,slang
2740,nyse,slang
2741,nyt,slang
2742,nyu,slang
2743,oa,slang
2744,oan,slang
2745,oao,slang
2746,oap,slang
2747,oatus,slang
2748,oaus,slang
2749,ob,slang
2750,obby,slang
2751,obe,slang
2752,obhwf,slang
2753,obo,slang
2754,obq,slang
2755,obtw,slang
2756,obx,slang
2757,oc,slang
2758,ocd,slang
2759,ocn,slang
2760,oco,slang
2761,ocr,slang
2762,oct,slang
2763,odaat,slang
2764,odf,slang
2765,odg,slang
2766,odl,slang
2767,odst,slang
2768,odt,slang
2769,oe,slang
2770,oed,slang
2771,oem,slang
2772,ofay,slang
2773,ofgs,slang
2774,ofh,slang
2775,ofoc,slang
2776,ofwgkta,slang
2777,og,slang
2778,ogim,slang
2779,ogk,slang
2780,ogn,slang
2781,ohac,slang
2782,ohim,slang
2783,ohko,slang
2784,ohn,slang
2785,ohs,slang
2786,oht,slang
2787,ohw,slang
2788,oj,slang
2789,ojd,slang
2790,ojt,slang
2791,oled,slang
2792,ollg,slang
2793,oloy,slang
2794,oltl,slang
2795,om,slang
2796,oma,slang
2797,omb,slang
2798,omd,slang
2799,omdb,slang
2800,omfsm,slang
2801,omfug,slang
2802,omga,slang
2803,omgd,slang
2804,omgna,slang
2805,omj,slang
2806,omjc,slang
2807,oml,slang
2808,oms,slang
2809,omsj,slang
2810,omt,slang
2811,omwh,slang
2812,omz,slang
2813,onm,slang
2814,onna,slang
2815,onnta,slang
2816,ono,slang
2817,ons,slang
2818,ontd,slang
2819,onyd,slang
2820,ooa,slang
2821,ooak,slang
2822,oobe,slang
2823,ooc,slang
2824,oof,slang
2825,ooh,slang
2826,ooi,slang
2827,oom,slang
2828,oomf,slang
2829,ooml,slang
2830,oomm,slang
2831,ooo,slang
2832,oop,slang
2833,oos,slang
2834,oosoom,slang
2835,oot,slang
2836,ootb,slang
2837,ootc,slang
2838,ootd,slang
2839,ooto,slang
2840,ootw,slang
2841,ooyl,slang
2842,ooym,slang
2843,op,slang
2844,opb,slang
2845,opk,slang
2846,opm,slang
2847,opps,slang
2848,osfa,slang
2849,oslt,slang
2850,oso,slang
2851,oss,slang
2852,ost,slang
2853,ota,slang
2854,otc,slang
2855,otd,slang
2856,ote,slang
2857,otf,slang
2858,otfl,slang
2859,otg,slang
2860,oth,slang
2861,otk,slang
2862,otlta,slang
2863,otm,slang
2864,otn,slang
2865,oto,slang
2866,otooh,slang
2867,otr,slang
2868,ots,slang
2869,otth,slang
2870,ottomh,slang
2871,otw,slang
2872,oty,slang
2873,ou,slang
2874,ouat,slang
2875,ouo,slang
2876,ova,slang
2877,ovno,slang
2878,owk,slang
2879,ownm,slang
2880,owoa,slang
2881,ows,slang
2882,owtte,slang
2883,oy,slang
2884,oyb,slang
2885,oyg,slang
2886,oyo,slang
2887,pa,slang
2888,pabx,slang
2889,pan,slang
2890,patd,slang
2891,patt,slang
2892,paye,slang
2893,payg,slang
2894,pb,slang
2895,pbb,slang
2896,pbj,slang
2897,pbn,slang
2898,pbp,slang
2899,pbq,slang
2900,pbr,slang
2901,pbs,slang
2902,pbuh,slang
2903,pbwy,slang
2904,pc,slang
2905,pcb,slang
2906,pci,slang
2907,pcmcia,slang
2908,pcmia,slang
2909,pcmr,slang
2910,pd,slang
2911,pda,slang
2912,pdbaz,slang
2913,pdea,slang
2914,pdf,slang
2915,pdg,slang
2916,pdoa,slang
2917,pdp,slang
2918,pdq,slang
2919,pdt,slang
2920,pe,slang
2921,pebcac,slang
2922,pebcak,slang
2923,pebkac,slang
2924,pemdas,slang
2925,pews,slang
2926,pfa,slang
2927,pfb,slang
2928,pfc,slang
2929,pfp,slang
2930,pg,slang
2931,pga,slang
2932,pgda,slang
2933,pgp,slang
2934,phat,slang
2935,phb,slang
2936,pibe,slang
2937,pic,slang
2938,picnic,slang
2939,pimpl,slang
2940,pin,slang
2941,pipa,slang
2942,piq,slang
2943,pir,slang
2944,pitme,slang
2945,pitr,slang
2946,piu,slang
2947,pk,slang
2948,pkb,slang
2949,pki,slang
2950,pkit,slang
2951,pla,slang
2952,plc,slang
2953,pld,slang
2954,plh,slang
2955,pli,slang
2956,pll,slang
2957,plma,slang
2958,plmk,slang
2959,plos,slang
2960,plp,slang
2961,plr,slang
2962,plrn,slang
2963,plu,slang
2964,plur,slang
2965,pm,slang
2966,pma,slang
2967,pmb,slang
2968,pmc,slang
2969,pmd,slang
2970,pmf,slang
2971,pmfji,slang
2972,pmigbom,slang
2973,pmji,slang
2974,pmt,slang
2975,pmymhmmfswgad,slang
2976,pnc,slang
2977,pnl,slang
2978,pnp,slang
2979,pnr,slang
2980,pnw,slang
2981,poa,slang
2982,pod,slang
2983,pof,slang
2984,poi,slang
2985,poidh,slang
2986,pomo,slang
2987,ponr,slang
2988,potc,slang
2989,potd,slang
2990,poto,slang
2991,pots,slang
2992,potus,slang
2993,potw,slang
2994,poty,slang
2995,pow,slang
2996,ppb,slang
2997,ppc,slang
2998,ppd,slang
2999,ppm,slang
3000,pppw,slang
3001,pps,slang
3002,ppu,slang
3003,ppv,slang
3004,pq,slang
3005,pr,slang
3006,prc,slang
3007,ps,slang
3008,ps&qs,slang
3009,ps2,slang
3010,ps3,slang
3011,ps4,slang
3012,psa,slang
3013,psb,slang
3014,psh,slang
3015,psi,slang
3016,psm,slang
3017,psn,slang
3018,psp,slang
3019,psr,slang
3020,pst,slang
3021,pstn,slang
3022,psu,slang
3023,pt,slang
3024,ptc,slang
3025,pti,slang
3026,ptl,slang
3027,ptm,slang
3028,pto,slang
3029,ptp,slang
3030,ptsd,slang
3031,ptt,slang
3032,ptw,slang
3033,ptz,slang
3034,pua,slang
3035,pug,slang
3036,puv,slang
3037,pv,slang
3038,pvc,slang
3039,pve,slang
3040,pvm,slang
3041,pvp,slang
3042,pvr,slang
3043,pwor,slang
3044,pwos,slang
3045,pwt,slang
3046,px,slang
3047,pyp,slang
3048,pyt,slang
3049,qa,slang
3050,qantas,slang
3051,qap,slang
3052,qb,slang
3053,qc,slang
3054,qed,slang
3055,qfe,slang
3056,qfmt,slang
3057,qfp,slang
3058,qft,slang
3059,qi,slang
3060,ql,slang
3061,qno,slang
3062,qol,slang
3063,qos,slang
3064,qotd,slang
3065,qotsa,slang
3066,qp,slang
3067,qq4u,slang
3068,qs,slang
3069,qvc,slang
3070,r5,slang
3071,ra,slang
3072,rac,slang
3073,ram,slang
3074,raok,slang
3075,ras,slang
3076,ratm,slang
3077,rawl,slang
3078,rawr,slang
3079,rbay,slang
3080,rbg,slang
3081,rbv,slang
3082,rc,slang
3083,rct,slang
3084,rd,slang
3085,rdc,slang
3086,rdh,slang
3087,rdj,slang
3088,rdm,slang
3089,rdo,slang
3090,rdr,slang
3091,rfc,slang
3092,rfi,slang
3093,rfid,slang
3094,rfp,slang
3095,rfq,slang
3096,rft,slang
3097,rfts,slang
3098,rfyl,slang
3099,rgb,slang
3100,rhcp,slang
3101,rhd,slang
3102,rhi,slang
3103,rhip,slang
3104,rhs,slang
3105,rino,slang
3106,riyl,slang
3107,rlab,slang
3108,rlf,slang
3109,rltw,slang
3110,rma,slang
3111,rme,slang
3112,rml,slang
3113,rmt,slang
3114,rmv,slang
3115,rn,slang
3116,rna,slang
3117,rnb,slang
3118,rng,slang
3119,rnr,slang
3120,ro,slang
3121,roar,slang
3122,rofc,slang
3123,roflmfao,slang
3124,roflol,slang
3125,rog,slang
3126,roh,slang
3127,roi,slang
3128,rolf,slang
3129,ror,slang
3130,ros,slang
3131,rotc,slang
3132,rotf,slang
3133,rotffnar,slang
3134,rotfl,slang
3135,rotflol,slang
3136,rotgl,slang
3137,rotk,slang
3138,rotm,slang
3139,rov,slang
3140,row,slang
3141,roy,slang
3142,rpc,slang
3143,rpf,slang
3144,rpg,slang
3145,rpm,slang
3146,rps,slang
3147,rq,slang
3148,rsi,slang
3149,rsn,slang
3150,rspb,slang
3151,rspca,slang
3152,rss,slang
3153,rsvp,slang
3154,rt,slang
3155,rta,slang
3156,rtb,slang
3157,rtd,slang
3158,rtf,slang
3159,rtfaq,slang
3160,rtfd,slang
3161,rtfi,slang
3162,rtfm,slang
3163,rtft,slang
3164,rtg,slang
3165,rto,slang
3166,rtr,slang
3167,rts,slang
3168,rtv,slang
3169,rtw,slang
3170,rv,slang
3171,rvb,slang
3172,rvr,slang
3173,rw,slang
3174,rwd,slang
3175,rwl,slang
3176,rwnj,slang
3177,rwp,slang
3178,rwys,slang
3179,ryc,slang
3180,ryn,slang
3181,ryo,slang
3182,sa,slang
3183,sab,slang
3184,sae,slang
3185,saf,slang
3186,safm,slang
3187,sahd,slang
3188,sahm,slang
3189,sahw,slang
3190,salts,slang
3191,sam,slang
3192,sap,slang
3193,sase,slang
3194,sat,slang
3195,sata,slang
3196,satc,slang
3197,sats,slang
3198,sbd,slang
3199,sbf,slang
3200,sbi,slang
3201,sbj,slang
3202,sbm,slang
3203,sbs,slang
3204,sbsp,slang
3205,sbt,slang
3206,scnr,slang
3207,scotus,slang
3208,scsi,slang
3209,scuba,slang
3210,sd,slang
3211,sda,slang
3212,sdk,slang
3213,sdmf,slang
3214,sdram,slang
3215,seo,slang
3216,sep,slang
3217,serp,slang
3218,sf,slang
3219,sfam,slang
3220,sflr,slang
3221,sfo,slang
3222,sfp,slang
3223,sfr,slang
3224,sfsg,slang
3225,sftbc,slang
3226,sfw,slang
